layer,unit,description,similarity,sim correlation
encoder.layers.encoder_layer_22,342,fasteners,0.19033813,0.06806379556655884
encoder.layers.encoder_layer_22,343,female,0.21456909,0.009748085401952267
encoder.layers.encoder_layer_22,344,coral,0.22711182,0.08586882054805756
encoder.layers.encoder_layer_22,345,textile,0.33291626,-0.0216054804623127
encoder.layers.encoder_layer_22,346,perfumes,0.2828369,0.09833823889493942
encoder.layers.encoder_layer_22,347,coyote,0.27468872,0.12930212914943695
encoder.layers.encoder_layer_22,348,monkey,0.19778442,0.09104954451322556
encoder.layers.encoder_layer_22,349,observatory,0.18261719,0.08157891780138016
encoder.layers.encoder_layer_22,350,bear,0.19607544,-0.0048437826335430145
encoder.layers.encoder_layer_22,351,gymnastics,0.27200317,0.11510232836008072
encoder.layers.encoder_layer_22,352,zebra,0.5572815,0.13022463023662567
encoder.layers.encoder_layer_22,353,partitioning,0.20297241,0.0659794807434082
encoder.layers.encoder_layer_22,354,snorkeling,0.17840576,-0.010611052624881268
encoder.layers.encoder_layer_22,355,spiral,0.13973999,0.03351142257452011
encoder.layers.encoder_layer_22,356,slug,0.29266357,0.16961096227169037
encoder.layers.encoder_layer_22,357,weights,0.3033142,0.06519963592290878
encoder.layers.encoder_layer_22,358,percussion,0.15283203,0.103925421833992
encoder.layers.encoder_layer_22,359,barbecue,0.14837646,0.06091415137052536
encoder.layers.encoder_layer_22,360,benches,0.23239136,0.11448121070861816
encoder.layers.encoder_layer_22,361,segments,0.14334106,-0.016274264082312584
encoder.layers.encoder_layer_22,362,figs,0.22781372,0.07208183407783508
encoder.layers.encoder_layer_22,363,mating,0.20291138,-0.04495106264948845
encoder.layers.encoder_layer_22,364,grid,0.12295532,0.032943401485681534
encoder.layers.encoder_layer_22,365,barn,0.16784668,0.09565132111310959
encoder.layers.encoder_layer_22,366,gauge,0.112579346,0.08085227757692337
encoder.layers.encoder_layer_22,367,instrument,0.15713501,0.16125358641147614
encoder.layers.encoder_layer_22,368,shell,0.16421509,0.06198601797223091
encoder.layers.encoder_layer_22,369,webs,0.23010254,0.06270885467529297
encoder.layers.encoder_layer_22,370,terrier,0.42236328,0.14291882514953613
encoder.layers.encoder_layer_22,371,shark,0.21829224,0.09849459677934647
encoder.layers.encoder_layer_22,372,urn,0.2220459,0.13981740176677704
encoder.layers.encoder_layer_22,373,terrier,0.101623535,0.0723782330751419
encoder.layers.encoder_layer_22,374,jukebox,0.19155884,0.0677151158452034
encoder.layers.encoder_layer_22,375,seals,0.105163574,0.06467410176992416
encoder.layers.encoder_layer_22,376,siberian,0.30230713,0.2256360799074173
encoder.layers.encoder_layer_22,377,thistle,0.6883545,0.2179100066423416
encoder.layers.encoder_layer_22,378,regiment,0.30612183,0.0676271989941597
encoder.layers.encoder_layer_22,379,bees,0.15960693,0.05672978609800339
encoder.layers.encoder_layer_22,380,mating,0.12197876,-0.010151649825274944
encoder.layers.encoder_layer_22,381,mating,0.31643677,0.1394573599100113
encoder.layers.encoder_layer_22,382,greenhouse,0.1748352,0.0607098788022995
encoder.layers.encoder_layer_22,383,espresso,0.118927,0.07823272049427032
encoder.layers.encoder_layer_22,384,peacock,0.3015442,0.08469153940677643
encoder.layers.encoder_layer_22,385,bedrooms,0.4180298,0.09098472446203232
encoder.layers.encoder_layer_22,386,canopy,0.13293457,0.05533948913216591
encoder.layers.encoder_layer_22,387,sign,0.21347046,0.09491205960512161
encoder.layers.encoder_layer_22,388,toaster,0.08016968,0.07120189815759659
encoder.layers.encoder_layer_22,389,iss,0.22720337,-0.06796903908252716
encoder.layers.encoder_layer_22,390,volleyball,0.24746704,0.08438126742839813
encoder.layers.encoder_layer_22,391,grid,0.11743164,0.09869194775819778
encoder.layers.encoder_layer_22,392,ray,0.12094116,0.011940891854465008
encoder.layers.encoder_layer_22,393,juvenile,0.16464233,0.09318163245916367
encoder.layers.encoder_layer_22,394,airborne,0.12960815,0.028572453185915947
encoder.layers.encoder_layer_22,395,salon,0.14233398,0.10201732069253922
encoder.layers.encoder_layer_22,396,modems,0.25198364,0.06843189150094986
encoder.layers.encoder_layer_22,397,mating,0.28656006,0.12090076506137848
encoder.layers.encoder_layer_22,398,music,0.1234436,0.1280210316181183
encoder.layers.encoder_layer_22,399,pedigree,0.2852478,0.16848500072956085
encoder.layers.encoder_layer_22,400,quilting,0.26971436,0.1408393234014511
encoder.layers.encoder_layer_22,401,dessert,0.20257568,0.09157238155603409
encoder.layers.encoder_layer_22,402,trees,0.28927612,0.10410071909427643
encoder.layers.encoder_layer_22,403,dog,0.32147217,0.31713351607322693
encoder.layers.encoder_layer_22,404,underwater,0.206604,0.11279661953449249
encoder.layers.encoder_layer_22,405,accessories,0.14498901,0.19423365592956543
encoder.layers.encoder_layer_22,406,juvenile,0.18353271,-0.014807536266744137
encoder.layers.encoder_layer_22,407,head,0.15130615,-0.022188792005181313
encoder.layers.encoder_layer_22,408,mating,0.20697021,0.20727068185806274
encoder.layers.encoder_layer_22,409,weights,0.21420288,0.07054708898067474
encoder.layers.encoder_layer_22,410,fruit,0.27020264,0.16873204708099365
encoder.layers.encoder_layer_22,411,lattice,0.27929688,0.006517763715237379
encoder.layers.encoder_layer_22,412,textile,0.23547363,0.13606251776218414
encoder.layers.encoder_layer_22,413,ibis,0.24636841,0.0786634087562561
encoder.layers.encoder_layer_22,414,monkeys,0.20483398,0.07550351321697235
encoder.layers.encoder_layer_22,415,blinds,0.18548584,0.06433601677417755
encoder.layers.encoder_layer_22,416,elk,0.2206726,0.0054776789620518684
encoder.layers.encoder_layer_22,417,terrier,0.1687622,0.23316289484500885
encoder.layers.encoder_layer_22,418,clarinet,0.22033691,0.08686485141515732
encoder.layers.encoder_layer_22,419,mating,0.38134766,0.03343725576996803
encoder.layers.encoder_layer_22,420,weights,0.25091553,0.09356006234884262
encoder.layers.encoder_layer_22,421,maze,0.19958496,0.11077297478914261
encoder.layers.encoder_layer_22,422,dog,0.11065674,0.09232304990291595
encoder.layers.encoder_layer_22,423,pelican,0.08200073,-0.0623459629714489
encoder.layers.encoder_layer_22,424,zebra,0.09967041,0.028205465525388718
encoder.layers.encoder_layer_22,425,skates,0.15759277,0.03471539914608002
encoder.layers.encoder_layer_22,426,rabbit,0.31433105,0.113876111805439
encoder.layers.encoder_layer_22,427,flamingo,0.19683838,0.027911106124520302
encoder.layers.encoder_layer_22,428,boats,0.14865112,0.1463811844587326
encoder.layers.encoder_layer_22,429,drosophila,0.28155518,0.025168098509311676
encoder.layers.encoder_layer_22,430,whales,0.101257324,0.0793062075972557
encoder.layers.encoder_layer_22,431,panda,0.16784668,0.07539758086204529
encoder.layers.encoder_layer_22,432,wholesalers,0.15109253,0.03156963735818863
encoder.layers.encoder_layer_22,433,fasteners,0.33688354,0.07365048676729202
encoder.layers.encoder_layer_22,434,peacock,0.22329712,0.09806756675243378
encoder.layers.encoder_layer_22,435,dots,0.17642212,0.05055638775229454
encoder.layers.encoder_layer_22,436,dog,0.2741394,0.3361610770225525
encoder.layers.encoder_layer_22,437,spindle,0.3446045,0.07311549782752991
encoder.layers.encoder_layer_22,438,squash,0.1592102,0.08327287435531616
encoder.layers.encoder_layer_22,439,juvenile,0.13687134,0.08148650825023651
encoder.layers.encoder_layer_22,440,nursery,0.24603271,0.06866329908370972
encoder.layers.encoder_layer_22,441,macro,0.091308594,0.08845891803503036
encoder.layers.encoder_layer_22,442,limousine,0.22241211,0.03590438887476921
encoder.layers.encoder_layer_22,443,terrier,0.20373535,0.1363196223974228
encoder.layers.encoder_layer_22,444,towing,0.16818237,0.0330645814538002
encoder.layers.encoder_layer_22,445,swings,0.13864136,0.003530981484800577
encoder.layers.encoder_layer_22,446,manufacturer,0.12701416,0.08126886934041977
encoder.layers.encoder_layer_22,447,yellowstone,0.14996338,0.06805994361639023
encoder.layers.encoder_layer_22,448,mating,0.29467773,0.09722404927015305
encoder.layers.encoder_layer_22,449,radiator,0.34857178,0.09870293736457825
encoder.layers.encoder_layer_22,450,stripes,0.536438,0.04946059733629227
encoder.layers.encoder_layer_22,451,tournament,0.17303467,0.05446624755859375
encoder.layers.encoder_layer_22,452,stripes,0.31604004,-0.014327622018754482
encoder.layers.encoder_layer_22,453,spindle,0.24542236,0.0491538867354393
encoder.layers.encoder_layer_22,454,products,0.14971924,0.013994528912007809
encoder.layers.encoder_layer_22,455,hoodia,0.16375732,0.011630221270024776
encoder.layers.encoder_layer_22,456,chunk,0.11514282,0.043495647609233856
encoder.layers.encoder_layer_22,457,bananas,0.19052124,0.044901784509420395
encoder.layers.encoder_layer_22,458,percussion,0.17822266,0.11519339680671692
encoder.layers.encoder_layer_22,459,parrot,0.29464722,0.09567209333181381
encoder.layers.encoder_layer_22,460,yellowstone,0.14950562,0.046989113092422485
encoder.layers.encoder_layer_22,461,organ,0.11425781,0.07590454071760178
encoder.layers.encoder_layer_22,462,greyhound,0.08905029,0.025353984907269478
encoder.layers.encoder_layer_22,463,rainforest,0.1932373,0.13408969342708588
encoder.layers.encoder_layer_22,464,social,0.117492676,0.013512537814676762
encoder.layers.encoder_layer_22,465,laserjet,0.55392456,0.1261940449476242
encoder.layers.encoder_layer_22,466,banner,0.15283203,0.002210964448750019
encoder.layers.encoder_layer_22,467,fore,0.2425232,0.057140834629535675
encoder.layers.encoder_layer_22,468,travel,0.12084961,0.09096543490886688
encoder.layers.encoder_layer_22,469,tournament,0.25204468,0.1034993901848793
encoder.layers.encoder_layer_22,470,perfumes,0.17733765,0.08032834529876709
encoder.layers.encoder_layer_22,471,juvenile,0.16345215,0.1080094575881958
encoder.layers.encoder_layer_22,472,fruits,0.2546692,0.10338703542947769
encoder.layers.encoder_layer_22,473,tournament,0.2880249,-0.036660052835941315
encoder.layers.encoder_layer_22,474,keyboard,0.32992554,0.07707776129245758
encoder.layers.encoder_layer_22,475,sax,0.111846924,0.070857934653759
encoder.layers.encoder_layer_22,476,clarinet,0.18167114,0.07086214423179626
encoder.layers.encoder_layer_22,477,piano,0.30993652,0.13216955959796906
encoder.layers.encoder_layer_22,478,fig,0.09277344,0.051779814064502716
encoder.layers.encoder_layer_22,479,female,0.2093811,-0.016427677124738693
encoder.layers.encoder_layer_22,480,utensils,0.21051025,0.07278665155172348
encoder.layers.encoder_layer_22,481,wrench,0.08847046,0.05153295397758484
encoder.layers.encoder_layer_22,482,equine,0.1850586,0.10473737120628357
encoder.layers.encoder_layer_22,483,slug,0.2578125,0.13070636987686157
encoder.layers.encoder_layer_22,484,radiator,0.5054016,0.11599183827638626
encoder.layers.encoder_layer_22,485,lighter,0.19165039,0.030209669843316078
encoder.layers.encoder_layer_22,486,mating,0.22424316,0.09123880416154861
encoder.layers.encoder_layer_22,487,mating,0.13659668,0.1794116348028183
encoder.layers.encoder_layer_22,488,undergraduates,0.15072632,0.062239982187747955
encoder.layers.encoder_layer_22,489,harp,0.1459961,0.09189819544553757
encoder.layers.encoder_layer_22,490,juvenile,0.26205444,0.12335620820522308
encoder.layers.encoder_layer_22,491,webs,0.355011,0.06642166525125504
encoder.layers.encoder_layer_22,492,keypad,0.1696167,0.0905965119600296
encoder.layers.encoder_layer_22,493,specimen,0.34484863,0.06702180206775665
encoder.layers.encoder_layer_22,494,organ,0.362854,0.12975415587425232
encoder.layers.encoder_layer_22,495,specimen,0.24261475,0.10798276215791702
encoder.layers.encoder_layer_22,496,wicker,0.39160156,0.0937335342168808
encoder.layers.encoder_layer_22,497,greyhound,0.1550293,0.12751054763793945
encoder.layers.encoder_layer_22,498,gong,0.3019104,0.11276541650295258
encoder.layers.encoder_layer_22,499,percussion,0.4474182,0.15746304392814636
encoder.layers.encoder_layer_22,500,dome,0.20562744,0.1258571296930313
encoder.layers.encoder_layer_22,501,oven,0.20391846,0.09269946813583374
encoder.layers.encoder_layer_22,502,juvenile,0.32876587,0.12616880238056183
encoder.layers.encoder_layer_22,503,female,0.18746948,0.022134946659207344
encoder.layers.encoder_layer_22,504,stripes,0.16616821,0.03319423273205757
encoder.layers.encoder_layer_22,505,juvenile,0.3621521,0.1686018407344818
encoder.layers.encoder_layer_22,506,female,0.4546814,0.03731366991996765
encoder.layers.encoder_layer_22,507,medications,0.12536621,0.08150980621576309
encoder.layers.encoder_layer_22,508,yellowstone,0.22250366,0.08533504605293274
encoder.layers.encoder_layer_22,509,juvenile,0.18875122,0.10988225787878036
encoder.layers.encoder_layer_22,510,broccoli,0.10836792,0.09176579117774963
encoder.layers.encoder_layer_22,511,pavilion,0.14202881,0.16439446806907654
encoder.layers.encoder_layer_22,512,analyzer,0.28759766,0.1450328677892685
encoder.layers.encoder_layer_22,513,spindle,0.22891235,0.058371271938085556
encoder.layers.encoder_layer_22,514,monkeys,0.23886108,0.0605161190032959
encoder.layers.encoder_layer_22,515,tournament,0.20184326,0.03751849755644798
encoder.layers.encoder_layer_22,516,fungi,0.25494385,0.11400321125984192
encoder.layers.encoder_layer_22,517,bowl,0.10876465,0.08906569331884384
encoder.layers.encoder_layer_22,518,missile,0.23034668,0.10540151596069336
encoder.layers.encoder_layer_22,519,pong,0.12432861,0.04911748692393303
encoder.layers.encoder_layer_22,520,swan,0.3257141,0.14510849118232727
encoder.layers.encoder_layer_22,521,lighthouse,0.12774658,0.029819617047905922
encoder.layers.encoder_layer_22,522,humphrey,0.22216797,0.21584990620613098
encoder.layers.encoder_layer_22,523,pendant,0.20718384,0.05884743109345436
encoder.layers.encoder_layer_22,524,webs,0.61169434,0.11691676825284958
encoder.layers.encoder_layer_22,525,spiral,0.4363098,0.026847606524825096
encoder.layers.encoder_layer_22,526,peacock,0.25112915,0.07707376033067703
encoder.layers.encoder_layer_22,527,weights,0.302063,0.06828264147043228
encoder.layers.encoder_layer_22,528,walkman,0.21966553,0.07271275669336319
encoder.layers.encoder_layer_22,529,participant,0.17596436,0.018826177343726158
encoder.layers.encoder_layer_22,530,hare,0.4704895,0.13097840547561646
encoder.layers.encoder_layer_22,531,monkey,0.1395874,0.035713303834199905
encoder.layers.encoder_layer_22,532,basketball,0.1413269,0.07344657182693481
encoder.layers.encoder_layer_22,533,spindle,0.28286743,0.02792298048734665
encoder.layers.encoder_layer_22,534,maze,0.25894165,0.11692413687705994
encoder.layers.encoder_layer_22,535,grains,0.17178345,0.05438534542918205
encoder.layers.encoder_layer_22,536,banner,0.18389893,-0.01283919159322977
encoder.layers.encoder_layer_22,537,ambulance,0.26776123,0.09083043038845062
encoder.layers.encoder_layer_22,538,volleyball,0.14730835,0.07031729072332382
encoder.layers.encoder_layer_22,539,tournament,0.20489502,0.06228363513946533
encoder.layers.encoder_layer_22,540,banner,0.22399902,0.023055439814925194
encoder.layers.encoder_layer_22,541,pocketpc,0.14108276,0.06564800441265106
encoder.layers.encoder_layer_22,542,fungi,0.20257568,0.15655526518821716
encoder.layers.encoder_layer_22,543,ropes,0.10031128,0.0316198393702507
encoder.layers.encoder_layer_22,544,iss,0.26202393,-0.13309933245182037
encoder.layers.encoder_layer_22,545,projectors,0.25021362,0.03709765523672104
encoder.layers.encoder_layer_22,546,polar,0.095703125,0.056044090539216995
encoder.layers.encoder_layer_22,547,tackling,0.29989624,0.09628637880086899
encoder.layers.encoder_layer_22,548,sofas,0.13189697,0.09014684706926346
encoder.layers.encoder_layer_22,549,homepage,0.1786499,0.0659204050898552
encoder.layers.encoder_layer_22,550,aquarium,0.1484375,0.05329764261841774
encoder.layers.encoder_layer_22,551,campgrounds,0.12472534,0.07063889503479004
encoder.layers.encoder_layer_22,552,tents,0.51571655,0.10987153649330139
encoder.layers.encoder_layer_22,553,blinds,0.099853516,0.049469925463199615
encoder.layers.encoder_layer_22,554,telephones,0.17993164,0.09053768217563629
encoder.layers.encoder_layer_22,555,rug,0.21829224,0.044081300497055054
encoder.layers.encoder_layer_22,556,bowl,0.3043518,0.1451597958803177
encoder.layers.encoder_layer_22,557,slug,0.27667236,0.06883496046066284
encoder.layers.encoder_layer_22,558,male,0.17327881,0.03590672090649605
encoder.layers.encoder_layer_22,559,web,0.14505005,-0.0028879353776574135
encoder.layers.encoder_layer_22,560,fruit,0.16766357,0.17293985188007355
encoder.layers.encoder_layer_22,561,textile,0.31469727,0.12727202475070953
encoder.layers.encoder_layer_22,562,cucumber,0.19418335,0.06350218504667282
encoder.layers.encoder_layer_22,563,terrier,0.09991455,-0.023524237796664238
encoder.layers.encoder_layer_22,564,clarinet,0.43011475,0.12042538076639175
encoder.layers.encoder_layer_22,565,buses,0.17089844,0.11784302443265915
encoder.layers.encoder_layer_22,566,gymnastics,0.3538208,0.12414684146642685
encoder.layers.encoder_layer_22,567,social,0.08508301,0.030332934111356735
encoder.layers.encoder_layer_22,568,volleyball,0.17797852,0.07728706300258636
encoder.layers.encoder_layer_22,569,slug,0.11395264,0.08057767152786255
encoder.layers.encoder_layer_22,570,webs,0.32687378,0.0838589072227478
encoder.layers.encoder_layer_22,571,juvenile,0.19784546,0.010634656064212322
encoder.layers.encoder_layer_22,572,snorkeling,0.30685425,0.1507381796836853
encoder.layers.encoder_layer_22,573,keyboard,0.15982056,0.1318814903497696
encoder.layers.encoder_layer_22,574,membrane,0.1317749,0.057682015001773834
encoder.layers.encoder_layer_22,575,field,0.15054321,0.1275421380996704
encoder.layers.encoder_layer_22,576,balloon,0.30303955,0.07346487790346146
encoder.layers.encoder_layer_22,577,regiment,0.18011475,0.11517713963985443
encoder.layers.encoder_layer_22,578,submarine,0.17901611,0.0665007010102272
encoder.layers.encoder_layer_22,579,puppy,0.1375122,-0.012412074953317642
encoder.layers.encoder_layer_22,580,shark,0.26971436,0.10137921571731567
encoder.layers.encoder_layer_22,581,weights,0.4465027,0.09223414957523346
encoder.layers.encoder_layer_22,582,handful,0.19680786,0.17055286467075348
encoder.layers.encoder_layer_22,583,radiator,0.23016357,0.0902942642569542
encoder.layers.encoder_layer_22,584,zebra,0.25704956,0.040576208382844925
encoder.layers.encoder_layer_22,585,kitchens,0.3222351,0.08348161727190018
encoder.layers.encoder_layer_22,586,tackling,0.2029419,0.12449239939451218
encoder.layers.encoder_layer_22,587,toaster,0.21560669,0.10404527187347412
encoder.layers.encoder_layer_22,588,alibaba,0.12591553,-0.024147838354110718
encoder.layers.encoder_layer_22,589,squash,0.18893433,0.05099555104970932
encoder.layers.encoder_layer_22,590,lock,0.15100098,0.07635024189949036
encoder.layers.encoder_layer_22,591,tournament,0.14559937,-0.005653055850416422
encoder.layers.encoder_layer_22,592,customize,0.1411438,0.033317696303129196
encoder.layers.encoder_layer_22,593,percussion,0.2559204,0.11725752800703049
encoder.layers.encoder_layer_22,594,fan,0.10021973,0.05604385957121849
encoder.layers.encoder_layer_22,595,badger,0.17941284,0.1394396275281906
encoder.layers.encoder_layer_22,596,birding,0.30075073,0.3190021514892578
encoder.layers.encoder_layer_22,597,acorn,0.43841553,0.10895330458879471
encoder.layers.encoder_layer_22,598,cub,0.19998169,0.06939700990915298
encoder.layers.encoder_layer_22,599,fruit,0.16220093,0.09578405320644379
encoder.layers.encoder_layer_22,600,sonyericsson,0.16165161,0.05434943363070488
encoder.layers.encoder_layer_22,601,greenhouse,0.13726807,0.07998669892549515
encoder.layers.encoder_layer_22,602,female,0.18740845,0.02972555346786976
encoder.layers.encoder_layer_22,603,specimen,0.25439453,0.06977858394384384
encoder.layers.encoder_layer_22,604,holster,0.14627075,0.07842079550027847
encoder.layers.encoder_layer_22,605,tennis,0.1736145,0.10059496015310287
encoder.layers.encoder_layer_22,606,billiards,0.4621582,0.08215245604515076
encoder.layers.encoder_layer_22,607,seeds,0.21911621,0.15196307003498077
encoder.layers.encoder_layer_22,608,zebra,0.39712524,0.07471366971731186
encoder.layers.encoder_layer_22,609,barrels,0.27911377,0.08367761969566345
encoder.layers.encoder_layer_22,610,spider,0.19412231,0.11560411751270294
encoder.layers.encoder_layer_22,611,radial,0.11035156,0.014827816747128963
encoder.layers.encoder_layer_22,612,keyboard,0.12310791,0.1295732706785202
encoder.layers.encoder_layer_22,613,male,0.24227905,0.018736397847533226
encoder.layers.encoder_layer_22,614,daisy,0.112213135,0.13847775757312775
encoder.layers.encoder_layer_22,615,weaving,0.15548706,0.08653772622346878
encoder.layers.encoder_layer_22,616,snorkeling,0.16882324,0.1574106216430664
encoder.layers.encoder_layer_22,617,stair,0.48068237,0.07877794653177261
encoder.layers.encoder_layer_22,618,meters,0.12719727,0.06284457445144653
encoder.layers.encoder_layer_22,619,motif,0.14767456,0.04062637314200401
encoder.layers.encoder_layer_22,620,iss,0.29629517,0.02871895022690296
encoder.layers.encoder_layer_22,621,hdd,0.1260376,0.054133858531713486
encoder.layers.encoder_layer_22,622,volcano,0.1381836,0.0751177966594696
encoder.layers.encoder_layer_22,623,squash,0.16564941,0.015051431022584438
encoder.layers.encoder_layer_22,624,squash,0.14212036,0.08125430345535278
encoder.layers.encoder_layer_22,625,scoreboard,0.1494751,0.05341094732284546
encoder.layers.encoder_layer_22,626,pour,0.16549683,0.13975487649440765
encoder.layers.encoder_layer_22,627,pen,0.105163574,0.05113598704338074
encoder.layers.encoder_layer_22,628,bloodhound,0.22058105,0.04851541295647621
encoder.layers.encoder_layer_22,629,bee,0.18881226,0.006689886562526226
encoder.layers.encoder_layer_22,630,sailing,0.222229,0.1346559077501297
encoder.layers.encoder_layer_22,631,greenhouse,0.14556885,0.05834806337952614
encoder.layers.encoder_layer_22,632,monument,0.16088867,0.13973604142665863
encoder.layers.encoder_layer_22,633,firefox,0.20315552,0.08183404803276062
encoder.layers.encoder_layer_22,634,trains,0.19824219,0.159321591258049
encoder.layers.encoder_layer_22,635,zebra,0.17272949,0.017955131828784943
encoder.layers.encoder_layer_22,636,gnu,0.3491516,0.11372783780097961
encoder.layers.encoder_layer_22,637,corridors,0.13885498,0.08775124698877335
encoder.layers.encoder_layer_22,638,secure,0.09631348,0.06956998258829117
encoder.layers.encoder_layer_22,639,cabbage,0.12643433,0.06443065404891968
encoder.layers.encoder_layer_22,640,juvenile,0.37789917,0.007963553071022034
encoder.layers.encoder_layer_22,641,bathing,0.12176514,-0.0378587581217289
encoder.layers.encoder_layer_22,642,handmade,0.13604736,0.06930403411388397
encoder.layers.encoder_layer_22,643,puppy,0.18240356,0.2872593402862549
encoder.layers.encoder_layer_22,644,superannuation,0.19226074,0.05621781572699547
encoder.layers.encoder_layer_22,645,barcode,0.27993774,0.11914849281311035
encoder.layers.encoder_layer_22,646,badger,0.18948364,0.11153440922498703
encoder.layers.encoder_layer_22,647,roofing,0.22686768,0.09012102335691452
encoder.layers.encoder_layer_22,648,mudvayne,0.23086548,-0.022813262417912483
encoder.layers.encoder_layer_22,649,tiles,0.18572998,0.13783535361289978
encoder.layers.encoder_layer_22,650,stripe,0.17074585,-0.0062315138056874275
encoder.layers.encoder_layer_22,651,beer,0.19943237,0.09159215539693832
encoder.layers.encoder_layer_22,652,linkages,0.07965088,0.024852827191352844
encoder.layers.encoder_layer_22,653,female,0.23226929,0.026918701827526093
encoder.layers.encoder_layer_22,654,weights,0.23092651,0.10306236147880554
encoder.layers.encoder_layer_22,655,fasteners,0.1618042,0.055604659020900726
encoder.layers.encoder_layer_22,656,duck,0.31069946,0.13316361606121063
encoder.layers.encoder_layer_22,657,monkeys,0.3310547,0.16675633192062378
encoder.layers.encoder_layer_22,658,insect,0.23461914,0.18345478177070618
encoder.layers.encoder_layer_22,659,pendants,0.27352905,0.10422004759311676
encoder.layers.encoder_layer_22,660,lines,0.14227295,0.05331428349018097
encoder.layers.encoder_layer_22,661,lizard,0.23269653,0.12720341980457306
encoder.layers.encoder_layer_22,662,fur,0.16397095,0.0876324251294136
encoder.layers.encoder_layer_22,663,husky,0.20645142,0.16199159622192383
encoder.layers.encoder_layer_22,664,weights,0.3628235,0.07141096144914627
encoder.layers.encoder_layer_22,665,tennis,0.21252441,0.09172531962394714
encoder.layers.encoder_layer_22,666,rifles,0.13504028,0.07191191613674164
encoder.layers.encoder_layer_22,667,vhf,0.2753296,0.04078992083668709
encoder.layers.encoder_layer_22,668,yarn,0.237854,0.10774574428796768
encoder.layers.encoder_layer_22,669,fungi,0.3942871,0.1853976845741272
encoder.layers.encoder_layer_22,670,parfum,0.2930603,0.1046319529414177
encoder.layers.encoder_layer_22,671,laserjet,0.5299988,0.10989487916231155
encoder.layers.encoder_layer_22,672,bees,0.4124756,0.07542068511247635
encoder.layers.encoder_layer_22,673,mating,0.23834229,0.007411971688270569
encoder.layers.encoder_layer_22,674,purse,0.21173096,0.10410156100988388
encoder.layers.encoder_layer_22,675,ropes,0.22106934,0.022428421303629875
encoder.layers.encoder_layer_22,676,saws,0.19897461,0.08717028796672821
encoder.layers.encoder_layer_22,677,mating,0.4241333,0.05491340160369873
encoder.layers.encoder_layer_22,678,sculptures,0.26361084,0.043241750448942184
encoder.layers.encoder_layer_22,679,ray,0.21130371,0.022295109927654266
encoder.layers.encoder_layer_22,680,dorado,0.12710571,0.014545610174536705
encoder.layers.encoder_layer_22,681,fungi,0.20675659,0.008884909562766552
encoder.layers.encoder_layer_22,682,mating,0.32818604,0.05526844412088394
